PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,standardised_smiles
6884,144210437.0,980.0,C1=CC(=CC=C1[N+](=O)[O-])O,Active,42.0,,,active antagonist,active antagonist,57.711,-94.1818,inactive,,0,inconclusive antagonist,61.1306,-105.951,inactive,,0,SIGMA,O=[N+]([O-])c1ccc(O)cc1
6895,144210448.0,19658.0,C1=CC(=S)N(C=C1)[O-].[Na+],Active,48.0,,,active antagonist,active antagonist,0.761769,-29.3081,inactive,,0,active antagonist,5.71246,-31.2343,inconclusive agonist,,,SIGMA,[Na+].[O-]n1ccccc1=S
6969,144210522.0,6439420.0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C\2/C(=O)N=C(S2)N.CS(=O)(=O)O,Active,54.0,,,active antagonist,active antagonist,11.7379,-110.324,active antagonist,23.4203,-29.1731,active antagonist,10.4614,-102.943,inactive,,0,Pharma,CC(C)(C)c1cc(/C=C2\SC(N)=NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
6971,144210524.0,23674746.0,CCC1=C2C(=CC(=C1)C3=C(N(S(=O)(=O)C4=CC=CC=C43)C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2.[K+],Active,43.0,,,active antagonist,active antagonist,53.8738,-112.386,active agonist,60.4474,27.8904,active antagonist,53.8738,-78.5288,inactive,,0,Pharma,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2.[K+]
6975,144210528.0,9831581.0,CCOC1=NC2=C(C=C1)NC=C(C2=O)C(=O)NCC3=CC=CC=C3,Active,50.0,,,active antagonist,active antagonist,14.7772,-87.677,active agonist,21.6899,67.634,active antagonist,21.6899,-72.309,inactive,,0,Pharma,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1
6979,144210532.0,10483134.0,CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,Active,49.0,,,active antagonist,active antagonist,6.08729,-58.0847,inactive,,0,active antagonist,6.5729,-48.8683,active antagonist,70.9726,-42.0048,Pharma,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl
6983,144210536.0,15981450.0,CC1=CC2=C(C=C1C(F)(F)F)N(CC2)C(=O)NC3=CN=C(C=C3)OC4=C(N=CC=C4)C.Cl,Active,58.0,,,active antagonist,active antagonist,14.4272,-158.849,active agonist,57.4358,370.041,active antagonist,10.6133,-77.7486,active antagonist,22.8656,-26.9087,Pharma,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2.Cl
6989,144210542.0,10233356.0,CCC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)CN4CCN(CC4)C5=CC=C(C=C5)OC)OCC(=O)O,Active,50.0,,,active antagonist,active antagonist,25.2886,-128.157,active agonist,61.1306,109.334,active antagonist,25.2886,-99.8277,inactive,,0,Pharma,CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O
6992,144210545.0,9865233.0,CC(C)(C1=NC2=NC=C(N2N=C1)C3=CC(=C(C=C3)F)C4=C(C=CC=C4F)C#N)O,Active,45.0,,,active antagonist,active antagonist,35.7211,-85.7874,inactive,,0,active antagonist,35.7211,-95.1404,inconclusive antagonist,,-35.6034,Pharma,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1
6994,144210547.0,9882837.0,C1C2C(C3=C1C=C(C=C3)Cl)(N=C(S2)C4=CC=CC=C4)O,Active,50.0,,,active antagonist,active antagonist,22.5385,-113.706,inactive,,0,active antagonist,26.278,-92.8762,inactive,,0,Pharma,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12
7002,144210555.0,44235958.0,C[C@@H]1CCC[C@@H](N1CC2=CC=C(C=C2)C[C@H](C(=O)N(C)C(C)C)NC(=O)C[C@H](C3=CC4=C(C=C3)OCO4)NS(=O)(=O)C5=CC6=C(C=C5)C=C(C=C6)OC)C.Cl,Active,47.0,,,active antagonist,active antagonist,10.2875,-58.3374,inactive,,0,active antagonist,4.96183,-47.2194,inactive,,0,Pharma,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@H](C)CCC[C@@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1.Cl
7006,144210559.0,9849616.0,CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br,Active,46.0,,,active antagonist,active antagonist,33.082,-97.1344,inactive,,0,active antagonist,29.4844,-88.2702,inactive,,0,Pharma,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1
7013,144210566.0,53316382.0,C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)F)C=C2C(=O)NC4=CC5=C(C=C4)NC=C5,Active,72.0,,,active antagonist,active antagonist,1.31702,-119.455,active agonist,17.903,539.189,active antagonist,1.72289,-52.869,inactive,,0,Pharma,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1
7017,144210570.0,24852044.0,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CC(=C2)F)[N-]S(=O)(=O)C3=CC=CC4=C3N=CC=C4.[Na+],Active,59.0,,,active antagonist,active antagonist,4.42224,-101.29,inconclusive agonist,64.9096,30.0031,active antagonist,4.09552,-94.4678,inactive,,0,Pharma,CC[C@H](NC(=O)c1cc(F)ccc1[N-]S(=O)(=O)c1cccc2cccnc12)c1ccccc1.[Na+]
7018,144210571.0,10201497.0,COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C(=C2C#N)NCC4=CC=CC=C4,Active,56.0,,,active antagonist,active antagonist,7.40614,-105.339,active agonist,24.3365,101.803,active antagonist,8.30982,-83.9148,inconclusive antagonist,,-21.4181,Pharma,COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1
7022,144210575.0,60196408.0,CCN(CC1=CN=CC=C1)C(=O)C2=C(C(=CC=C2)Cl)[C@]3(C4=C(C=CC(=C4)Cl)N(C3=O)CC5=C(C=C(C=C5)OC)OC)C.Cl,Active,53.0,,,active antagonist,active antagonist,18.0605,-127.314,inconclusive agonist,,35.9249,active antagonist,19.1307,-116.226,inactive,,0,Pharma,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl
7029,144210582.0,24809526.0,C1CC(CCC1NC2=NC=NC3=C2C=NN3)OC[C@@H](C4=CC=CC=C4F)F,Active,49.0,,,active antagonist,active antagonist,8.15189,-61.5586,inactive,,0,active antagonist,2.16899,-33.3932,inactive,,0,Pharma,Fc1ccccc1[C@@H](F)COC1CCC(Nc2ncnc3[nH]ncc23)CC1
7031,144210584.0,44578765.0,CCOC1=CC=CC(=C1)N2C=C(N=C2C3=CC=C(C=C3)C)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)[O-].[Na+],Active,42.0,,,active antagonist,active antagonist,68.0239,-131.569,active agonist,60.6264,35.4515,active antagonist,65.4629,-100.468,inactive,,0,Pharma,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1.[Na+]
7035,144210588.0,53232.0,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Active,42.0,,,active antagonist,active antagonist,64.4237,-103.738,inactive,,0,active antagonist,57.4177,-94.0585,inactive,,0,USP,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
7092,144210645.0,10800.0,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],Active,68.0,,,active antagonist,active antagonist,0.830982,-96.7648,inactive,,0,active antagonist,0.863492,-94.0318,active antagonist,3.85708,-43.9649,Enamine,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
7123,144210676.0,6989.0,CC1=CC(=C(C=C1)C(C)C)O,Active,45.0,,,active antagonist,active antagonist,27.306,-78.0763,inactive,,0,active antagonist,27.306,-75.5619,inconclusive antagonist,,,SIGMA,Cc1ccc(C(C)C)c(O)c1
7150,144210703.0,2374.0,CC(C)(C)C1=CC(=C(C=C1O)C(C)(C)C)O,Active,57.0,,,active antagonist,active antagonist,7.40614,-106.745,inactive,,0,active antagonist,6.85896,-112.085,inactive,,0,SIGMA,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O
7155,144210708.0,7309.0,CCC1=CC(=C(C=C1)O)C(C)(C)C,Active,53.0,,,active antagonist,active antagonist,11.296,-103.301,inactive,,0,active antagonist,12.6743,-102.826,inactive,,0,LightBiologicals,CCc1ccc(O)c(C(C)(C)C)c1
7167,144210720.0,93118.0,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Active,46.0,,,active antagonist,active antagonist,43.2771,-134.678,active agonist,56.6142,62.2679,active antagonist,40.0798,-80.7707,inactive,,0,SIGMA,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1
7168,144210721.0,3117.0,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,46.0,,,active antagonist,active antagonist,10.2626,-47.1706,inactive,,0,active antagonist,7.69588,-47.471,inconclusive agonist,,,Enamine,CCN(CC)C(=S)SSC(=S)N(CC)CC
7169,144210722.0,4807.0,C1=CC=C(C(=C1)C=O)C=O,Active,44.0,,,active antagonist,active antagonist,43.2771,-89.4275,inconclusive agonist,54.4827,147.205,inconclusive antagonist,,,inconclusive,,,Enamine,O=Cc1ccccc1C=O
7170,144210723.0,7111.0,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,Active,44.0,,,active antagonist,active antagonist,24.3365,-58.9645,inactive,,0,active antagonist,20.4766,-48.2091,inactive,,0,Enamine,Nc1ccc(-c2ccc(N)cc2)cc1
7174,144210727.0,16682828.0,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C,Active,83.0,,,active antagonist,active antagonist,0.0685896,-96.0549,inactive,,0,active antagonist,0.0685896,-97.9653,active antagonist,3.85708,-111.514,Sigma DiscoveryCPR,C=C(C)C(=O)[O-].CCCC[Sn+](CCCC)CCCC
7176,144210729.0,91741.0,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,Active,50.0,,,active antagonist,active antagonist,20.8733,-114.169,inconclusive agonist,54.4827,68.5645,active antagonist,23.4203,-90.8056,inactive,,0,Sigma DiscoveryCPR,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1
7177,144210730.0,69785.0,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Active,61.0,,,active antagonist,active antagonist,2.43365,-94.2124,active agonist,34.3762,56.8656,inconclusive antagonist,1.93312,-80.2782,inconclusive antagonist,,-43.7954,Sigma DiscoveryCPR,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
7186,144210739.0,6950.0,CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,Active,79.0,,,active antagonist,active antagonist,0.357211,-112.301,inactive,,0,active antagonist,0.371186,-102.743,active antagonist,1.53553,-26.9394,LightBiologicals,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
7208,144210761.0,10145345.0,CC[C@@H]1C[C@@H](C2=C(N1C(=O)OC(C)C)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C,Active,49.0,,,active antagonist,active antagonist,5.66142,-54.0923,inactive,,0,active antagonist,3.71186,-49.7381,inactive,,0,Pfizer,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C
7223,144210776.0,9908126.0,CN[C@H]1CC[C@H](C2=C1C=C(C=C2)S(=O)(=O)N)C3=CC(=C(C=C3)Cl)Cl,Active,51.0,,,active antagonist,active antagonist,8.30982,-78.347,inactive,,0,active antagonist,7.69588,-95.2172,inconclusive agonist,,,Pfizer,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21
7236,144210789.0,53316398.0,CN1CCN([C@H](C1)C2=CC=C(C=C2)F)CC3=CC(=CO3)C4=CC5=C(C=C4)NC(=O)O5.O.Cl,Active,48.0,,,active antagonist,active antagonist,17.8966,-80.2839,inactive,,0,active antagonist,17.2228,-71.8649,inactive,,0,SanofisAventis,CN1CCN(Cc2cc(-c3ccc4[nH]c(=O)oc4c3)co2)[C@@H](c2ccc(F)cc2)C1.Cl.O
7242,144210795.0,13214.0,C1=CC(=CC=C1[N+](=O)[O-])[O-].[Na+],Active,42.0,,,active antagonist,active antagonist,57.711,-85.8799,inactive,,0,active antagonist,58.829,-76.2851,inactive,,0,LightBiologicals,O=[N+]([O-])c1ccc([O-])cc1.[Na+]
7251,144210804.0,6937.0,CC1=CC(=C(C=C1)C(C)(C)C)O,Active,50.0,,,active antagonist,active antagonist,16.5803,-97.5475,inactive,,0,active antagonist,20.0875,-94.6804,inactive,,0,SIGMA,Cc1ccc(C(C)(C)C)c(O)c1
7252,144210805.0,86102.0,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,Active,40.0,,,active antagonist,active antagonist,71.273,-54.8976,inactive,,0,active antagonist,68.5896,-57.9622,inactive,,0,LightBiologicals,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
7254,144210807.0,17520.0,C1=CC=C2C(=C1)C(=O)NS2,Active,44.0,,,active antagonist,active antagonist,38.5708,-81.175,inactive,,0,inconclusive antagonist,27.306,-95.2984,inconclusive agonist,43.2771,31.4872,Enamine,O=c1[nH]sc2ccccc12
7268,144210821.0,8722.0,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],Active,57.0,,,active antagonist,active antagonist,2.56016,-79.6033,inactive,,0,active antagonist,1.67855,-68.7789,active antagonist,33.4915,-86.9406,LightBiologicals,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
7299,144210852.0,3589.0,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Active,45.0,,,active antagonist,active antagonist,44.9702,-110.108,inactive,,0,active antagonist,46.7296,-96.2644,inactive,,0,LightBiologicals,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
7301,144210854.0,3397.0,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Active,51.0,,,active antagonist,active antagonist,11.7379,-85.0163,inactive,,0,active antagonist,13.1702,-86.8665,active antagonist,38.5708,-54.529,SIGMA,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
7330,144210883.0,33528.0,CCCCCCCCN1C(=O)C=CS1,Active,42.0,,,active antagonist,active antagonist,64.0639,-96.2425,inactive,,0,inconclusive antagonist,57.097,-69.7612,inconclusive agonist,,,LightBiologicals,CCCCCCCCn1sccc1=O
7348,144210901.0,60560.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,Active,41.0,,,active antagonist,active antagonist,68.5896,-79.5855,inactive,,0,inconclusive antagonist,68.5896,-81.2804,inconclusive antagonist,68.5896,-28.5495,LightBiologicals,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl
7350,144210903.0,60196414.0,C1[C@H]2[C@@H]([C@H](C1Cl)Cl)[C@@]3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Active,48.0,,,active antagonist,active antagonist,21.6899,-96.0597,inactive,,0,active antagonist,23.4203,-98.037,inactive,,0,LightBiologicals,ClC1=C(Cl)[C@@]2(Cl)[C@@H]3[C@@H](Cl)C(Cl)C[C@@H]3C1(Cl)C2(Cl)Cl
7358,144210911.0,10522.0,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,Active,47.0,,,active antagonist,active antagonist,25.2886,-87.644,inactive,,0,active antagonist,18.6034,-81.0294,inactive,,0,SIGMA,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
7377,144210930.0,12358480.0,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Active,46.0,,,active antagonist,active antagonist,24.3118,-78.423,inactive,,0,active antagonist,23.3964,-67.5213,inactive,,0,SIGMA,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl
7381,144210934.0,21387.0,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,Active,60.0,,,active antagonist,active antagonist,4.67296,-109.54,active agonist,54.4827,90.1233,active antagonist,4.32771,-85.8529,active antagonist,54.4827,-59.3186,SIGMA,Oc1ccc2ccc3cccc4ccc1c2c34
7382,144210935.0,10229.0,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O,Active,67.0,,,active antagonist,active antagonist,1.21972,-101.032,active agonist,7.40614,25.735,active antagonist,1.1296,-93.1316,active antagonist,21.6899,-100.616,SIGMA,Oc1cc2ccccc2c2ccccc12
7385,144210938.0,13930.0,C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,Active,46.0,,,active antagonist,active antagonist,35.7211,-111.18,inactive,,0,active antagonist,37.1186,-104.654,inactive,,0,SIGMA,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl
7392,144210945.0,96088.0,C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,Active,53.0,,,active antagonist,active antagonist,12.6743,-105.979,active agonist,43.2771,59.8343,active antagonist,12.6743,-88.7389,inconclusive antagonist,,-40.9661,SIGMA,Oc1ccc2c(c1)-c1ccccc1C2
7393,144210946.0,833466.0,C=CCC1=C(C=CC(=C1)S(=O)(=O)C2=CC(=C(C=C2)O)CC=C)O,Active,45.0,,,active antagonist,active antagonist,44.9702,-113.742,inconclusive agonist,61.1306,58.1654,active antagonist,46.7296,-88.049,inactive,,0,Nippon,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O
7395,144210948.0,11723708.0,CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)O,Active,63.0,,,active antagonist,active antagonist,2.08733,-97.3602,inactive,,0,active antagonist,2.08733,-93.3132,active antagonist,9.68854,-27.8316,CalBioChem,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
7405,144210958.0,24814.0,Cl[Sb](Cl)Cl,Active,46.0,,,active antagonist,active antagonist,6.60073,-39.9626,inactive,,0,inconclusive antagonist,1.21972,-40.7477,inactive,,0,Acros,Cl[Sb](Cl)Cl
7415,144210968.0,40087.0,C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,Active,66.0,,,active antagonist,active antagonist,3.43413,-125.639,active agonist,35.6848,104.78,active antagonist,3.85316,-87.6315,inactive,,0,SIGMA,O=C(Nc1ccccc1)Nc1cnns1
7433,144210986.0,7551.0,C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl,Active,50.0,,,active antagonist,active antagonist,22.5385,-116.3,active agonist,28.3743,32.2118,active antagonist,23.4203,-88.0288,active antagonist,17.903,-27.1124,LightBiologicals,O=C(Nc1cccc(Cl)c1)OCC#CCCl
7437,144210990.0,5281162.0,CCCCC/C=C\C=C\C(=O)OCC,Active,42.0,,,active antagonist,active antagonist,63.6882,-111.841,inactive,,0,active antagonist,63.6882,-106.781,inactive,,0,SIGMA,CCCCC/C=C\C=C\C(=O)OCC
7438,144210991.0,7017.0,C1=CC=C(C=C1)C2=CC=CC=C2O,Active,52.0,,,active antagonist,active antagonist,12.1972,-95.8074,inactive,,0,active antagonist,13.6854,-98.2855,inactive,,0,SIGMA,Oc1ccccc1-c1ccccc1
7447,144211000.0,31420.0,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N,Active,80.0,,,active antagonist,active antagonist,0.033082,-82.003,active antagonist,17.903,-61.7428,active antagonist,0.0385708,-82.6521,inactive,,0,SIGMA,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
7448,144211001.0,66461.0,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,Active,42.0,,,active antagonist,active antagonist,57.6523,-83.5903,inactive,,0,active antagonist,64.6869,-104.105,inconclusive antagonist,,-37.6753,SIGMA,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
7450,144211003.0,8433.0,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,Active,49.0,,,active antagonist,active antagonist,11.6809,-75.3999,inactive,,0,active antagonist,17.1452,-86.2672,active antagonist,36.9383,-28.7381,SIGMA,O=C(CC(=O)c1ccccc1)c1ccccc1
7458,144211011.0,34469.0,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],Active,55.0,,,active antagonist,active antagonist,4.84096,-85.3373,active antagonist,57.535,-53.0576,active antagonist,4.6587,-94.1667,active antagonist,37.0054,-36.7745,Chemservice,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
7464,144211017.0,21803.0,COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,Active,42.0,,,active antagonist,active antagonist,54.4273,-72.1468,inactive,,0,inconclusive antagonist,48.5084,-67.3519,inactive,,0,SIGMA,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
7468,144211021.0,23662264.0,C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],Active,58.0,,,active antagonist,active antagonist,5.04574,-99.3797,inconclusive agonist,,,active antagonist,4.49702,-94.775,inconclusive antagonist,51.435,-40.5589,TCI,[Na+].[O-]c1cc(Cl)c(Cl)cc1Cl
7486,144211039.0,91768.0,CC(C)[C@H](C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,Active,45.0,,,active antagonist,active antagonist,37.163,-101.607,inactive,,0,active antagonist,31.2688,-97.28,inactive,,0,Crescent,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
7487,144211040.0,107720.0,COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,Active,50.0,,,active antagonist,active antagonist,12.7288,-83.026,inactive,,0,active antagonist,10.1109,-70.4449,active antagonist,3.32242,-29.5998,Chemservice,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1
7498,144211051.0,25152.0,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=NC4=CC=CC=C4C(=C3O)Br,Active,45.0,,,active antagonist,active antagonist,29.4844,-80.0634,inconclusive agonist,,34.2457,active antagonist,28.3743,-72.9213,inactive,,0,LightBiologicals,O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O
7506,144211059.0,2328.0,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,Active,41.0,,,active antagonist,active antagonist,51.435,-56.2406,inactive,,0,inconclusive antagonist,,-44.501,inactive,,0,SIGMA,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
7507,144211060.0,14994.0,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,Active,71.0,,,active antagonist,active antagonist,0.484096,-95.4572,active antagonist,17.1764,-34.0434,active antagonist,0.484096,-102.031,active antagonist,0.484096,-25.2264,Crescent,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
7516,144211069.0,38779.0,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,Active,60.0,,,active antagonist,active antagonist,2.54455,-91.8712,active agonist,1.48688,67.5832,inconclusive antagonist,13.2519,-64.4655,inconclusive antagonist,,,SIGMA,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
7518,144211071.0,6327657.0,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,Active,79.0,,,active antagonist,active antagonist,0.121972,-94.7083,active agonist,54.4827,58.7427,active antagonist,0.117379,-90.7743,active antagonist,14.7772,-122.323,SIGMA,O.c1ccc([Sn](c2ccccc2)c2ccccc2)cc1
7521,144211074.0,66094.0,C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C,Active,44.0,,,active antagonist,active antagonist,27.306,-54.3145,inactive,,0,active antagonist,38.5708,-78.0625,inactive,,0,SIGMA,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1
7525,144211078.0,73675.0,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,Active,45.0,,,active antagonist,active antagonist,43.2771,-114.839,inactive,,0,active antagonist,43.2771,-114.082,inconclusive antagonist,,-35.9754,SIGMA,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
7538,144211091.0,2319.0,CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,47.0,,,active antagonist,active antagonist,10.2626,-54.9367,inconclusive antagonist,,-34.9807,active antagonist,15.956,-65.6046,inactive,,0,SIGMA,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
7544,144211097.0,2126.0,CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,Active,43.0,,,active antagonist,active antagonist,58.829,-121.341,inconclusive agonist,64.7528,66.2737,inconclusive antagonist,61.1306,-91.6672,inactive,,0,SIGMA,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21
