PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
9991,144213544,7636,CCCCC(CC)COC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9992,144213545,15659,CO[Si](CCCNCCN)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9993,144213546,7489,C1=CC(=CC=C1C(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9994,144213547,8160,CCCCOCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9995,144213548,12002,C1=CC(=C(C=C1Br)Br)Br,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-43.3738,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
9996,144213549,7222,C1=CC=C2C(=C1)N=CS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9997,144213550,10914,C[Si]1(O[Si](O[Si](O1)(C)C)(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9998,144213551,15278,CC1(CC2=C(O1)C(=CC=C2)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9999,144213552,81530,CCOC(=O)C(=C)C#N,Inconclusive,5,,,inconclusive,inconclusive agonist,10.8707,65.1456,inactive,,0,inconclusive antagonist,,-58.5005,active agonist,41.6478,43.3709,SIGMA
10000,144213553,15560,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10001,144213554,10868,C1CCC(CC1)N=C=NC2CCCCC2,Active,67,,,active antagonist,active antagonist,0.400798,-80.9214,inactive,,0,active antagonist,0.33082,-66.0145,inactive,,0,LightBiologicals
10002,144213555,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10003,144213556,13286,C(CO)N1C(=O)N(C(=O)N(C1=O)CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10004,144213557,8083,C1COCCN1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10005,144213558,9217,C1=CC=C2C(=C1)OC3=CC=CC=C3S2,Active,40,,,active antagonist,active antagonist,63.5221,-46.1478,inactive,,0,inconclusive antagonist,61.1306,-45.8753,inactive,,0,SIGMA
10006,144213559,111037,CC1=CCC(CC1)C(C)(C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10007,144213560,11210,CC(C)(C)C=C,Inconclusive,5,,,inconclusive,inconclusive agonist,30.6379,34.9249,inactive,,0,inactive,,0,inactive,,0,SIGMA
10008,144213561,5368821,C/C=C(\C)/C=C/C=C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10009,144213562,8200,C(COCCOCCOCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10010,144213563,1004,OP(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10011,144213564,1110,C(CC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10012,144213565,23676704,C1=CC(=C(C=C1Cl)Cl)OCC(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10013,144213566,8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.1972,-69.5364,active antagonist,46.7296,-79.1946,active antagonist,17.2289,-102.082,inconclusive antagonist,30.6379,-34.4899,LightBiologicals
10014,144213567,8497,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10015,144213568,4445035,C1=CC=C(C=C1)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10016,144213569,19042,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,Active,44,,,active antagonist,active antagonist,21.6899,-52.3495,inactive,,0,inconclusive antagonist,,-37.5453,inconclusive antagonist,,-43.6028,SIGMA
10017,144213570,7211,CCCC(C(CC)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10018,144213571,5365125,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10019,144213572,2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10020,144213573,6406,CC(C)(C#N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10021,144213574,7969,C1=CC=C(C=C1)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10022,144213575,79103,CCCCC(CC)C(=O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10023,144213576,12025,C1CC(=O)NC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10024,144213577,5963,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10025,144213578,7394,C1=CC(=CC=C1C(F)(F)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10026,144213579,517121,C1(=O)[N-]C(=O)N(C(=O)N1Cl)Cl.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10027,144213580,5192,C(CCCCC(=O)O)CCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10028,144213581,31269,C(=O)(N)N=NC(=O)N,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,68.5896,-76.3223,inconclusive antagonist,,-60.2074,inconclusive antagonist,,-107.74,inactive,,0,LightBiologicals
10029,144213582,16278,CC(=O)CC(=O)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10030,144213583,9570093,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10031,144213584,8840,CCCCCCC(CCCCCCCCCCC(=O)OC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10032,144213585,11463,CC1=CCC(=C(C)C)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10033,144213586,7900,CC(COC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10034,144213587,26124,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,61.1306,-123.216,inactive,,0,active antagonist,54.4827,-93.4337,active antagonist,58.829,-39.2796,LightBiologicals
10035,144213588,637511,C1=CC=C(C=C1)/C=C/C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10036,144213589,12463,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10037,144213590,2724189,C(=S)(NN)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10038,144213591,707035,C1=CC=C2C(=C1)NC(=S)N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10039,144213592,77781,COC(=O)CCSCCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10040,144213593,6819,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
10041,144213594,12389,CCCCCCCCCCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10042,144213595,7231,C1COCCN1SSC2=NC3=CC=CC=C3S2,Active,46,,,active antagonist,active antagonist,27.306,-85.5636,inactive,,0,active antagonist,35.7211,-72.1075,inactive,,0,LightBiologicals
10043,144213596,7592,CC(=O)CC(=O)NC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10044,144213597,10129,CC1CCC2CC1C2(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
10045,144213598,13838,C[Si](C)(C)N[Si](C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10046,144213599,12257,CC(C)OC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10047,144213600,7104,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-72.3444,inactive,,0,inconclusive antagonist,54.4827,-73.0856,inactive,,0,Enamine
10048,144213601,1060,CC(=O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10049,144213602,7050,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,Inconclusive,5,,,inconclusive,active antagonist,2.52886,-57.4474,active agonist,4.16478,140.815,inconclusive agonist,,,inactive,,0,SIGMA
10050,144213603,7954,C1(=NC(=NC(=N1)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10051,144213604,7915,CC(C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10052,144213605,17317,CO[Si](CCCOCC1CO1)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10053,144213606,17719,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O,Inconclusive,5,,,inconclusive,inconclusive agonist,24.3365,28.1375,inactive,,0,inactive,,0,inactive,,0,SIGMA
10054,144213607,16316,CCCCCNCCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10055,144213608,12433,C(C(=O)O)(Br)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10056,144213609,6946,C1=CC=C(C(=C1)N)[N+](=O)[O-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Enamine
10057,144213610,7198,COC(=O)C1CCC(CC1)C(=O)OC,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
10058,144213611,11776,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,5,,,inconclusive,active antagonist,26.278,-41.0632,inconclusive agonist,,,inactive,,0,inactive,,0,SIGMA
10059,144213612,3485,C(CC=O)CC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active agonist,58.829,30.2063,LightBiologicals
10060,144213613,8846,CCCCOC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10061,144213614,135444498,CC1=CC(=O)NC(=N1)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10062,144213615,31344,CC(C)(CO)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10063,144213616,11937,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,Active,60,,,active antagonist,active antagonist,2.25385,-85.8107,inactive,,0,active antagonist,2.25385,-73.7148,inconclusive antagonist,,-29.0578,SIGMA
10064,144213617,14218,CC(C)(CO)COC(=O)C(C)(C)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10065,144213618,135,C1=CC(=CC=C1C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10066,144213619,15294,COC(=O)C1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10067,144213620,8183,CCCCCCCCCCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10068,144213621,8119,C1CCCNCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10069,144213622,9993,C1=CC(=CC=C1F)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10070,144213623,1133,C(C(=O)O)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10071,144213624,7977,C1=CC=NC(=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10072,144213625,12736,C(CCCCCC(=O)O)CCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10073,144213626,7713,C1=CC=C(C=C1)OCCOC2=CC=CC=C2,Active,46,,,active antagonist,active antagonist,25.2886,-77.0157,active agonist,29.4844,41.9805,inconclusive antagonist,40.8562,-51.1888,inactive,,0,SIGMA
10074,144213627,6868,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-42.2498,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10075,144213628,31243,CSC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10076,144213629,16949,C1CC2C(O2)CC1COC(=O)C3CCC4C(C3)O4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10077,144213630,14716,CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-35.5893,inactive,,0,inactive,,0,inactive,,0,TCI
10078,144213631,24639,[NH4+].[O-]Cl(=O)(=O)=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10079,144213632,2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,68.5896,-48.7822,inactive,,0,inconclusive antagonist,72.6538,-35.8722,inactive,,0,LightBiologicals
10080,144213633,8906,CCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10081,144213634,6732,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Active,49,,,active antagonist,active antagonist,26.278,-114.631,inactive,,0,active antagonist,27.306,-105.601,inactive,,0,SIGMA
10082,144213635,7635,CCCCC(CC)COC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10083,144213636,6809,C1=CC=C2C(=C1)C(=O)NC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10084,144213637,13522,CCO[Si](CCC#N)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10085,144213638,5798,C1=CC=C2C(=C1)NC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10086,144213639,5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,27.5615,inactive,,0,inactive,,0,SIGMA
10087,144213640,8872,CCCCCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10088,144213641,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10089,144213642,8404,C1CCC2=CC=CC=C2C1,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,Enamine
10090,144213643,31241,CCCCC(CC)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10091,144213644,7352,CC(C)COC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10092,144213645,7993,CN(C)CCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10093,144213646,7026,CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10094,144213647,13521,CCO[Si](CCCN)(OCC)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10095,144213648,31244,COC1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10096,144213649,10377,CCCCCC1=CC(=CC(=C1)O)O,Active,53,,,active antagonist,active antagonist,14.7772,-114.072,active agonist,28.924,75.7169,active antagonist,17.903,-98.7095,inconclusive antagonist,61.1306,-76.7273,SIGMA
10097,144213650,13271,C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],Active,58,,,active antagonist,active antagonist,6.35221,-106.727,inconclusive antagonist,,,active antagonist,6.60073,-103.926,inconclusive antagonist,61.1306,-119.231,SIGMA
10098,144213651,9076,CCOC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10099,144213652,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10100,144213653,5333,C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10101,144213654,6672,CC1=C(C(=CC=C1)C)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10102,144213655,7207,CC1=C(C=CC(=C1)Cl)OCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Crescent
10103,144213656,8462,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10104,144213657,60196435,CC(=O)N1[C@@H]2[C@H]1[C@@]3([C@H](C4=C(C=C(C=C4OC)C=O)N(C2)O3)COC(=O)N)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,9.68854,33.9196,Astellas Pharma
10105,144213658,17355,CC(=O)CCC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10106,144213659,6184,CCCCCC=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10107,144213660,142482,CCCC1CCC(=O)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Frinton Laboratories
10108,144213661,60196436,CC(C)(CNC1=NC=C2C(=CC(=O)N(C2=N1)C)OC3=C(C=C(C=C3)F)F)O.Cl,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Roche
10109,144213662,795,C1=CN=CN1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10110,144213663,971,C(=O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10111,144213664,20083,CCCCCCC(C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10112,144213665,38284,C1=CC=C(C=C1)OC2=CC=CC(=C2)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10113,144213666,10068207,CC1=C(C2=C(O1)C(=CC=C2)NC(=O)C3=C(C=CC=C3Cl)Cl)C(C)(C)O,Active,41,,,active antagonist,active antagonist,68.5896,-62.7272,inactive,,0,inconclusive antagonist,68.5896,-72.5986,inactive,,0,Astellas Pharma
10114,144213667,7916,CC(=C)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Enamine
10115,144213668,17318,CC(=C)C(=O)OCCC[Si](OC)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10116,144213669,59086459,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,61.1306,-100.429,inconclusive agonist,,24.4119,active antagonist,68.5896,-87.4418,active antagonist,34.3762,-55.6699,Roche
10117,144213670,69861,CC(C)(C)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10118,144213671,22463,C1=CC2=C(C=CC(=C2)SSC3=CC4=C(C=C3)C=C(C=C4)O)C=C1O,Active,48,,,active antagonist,active antagonist,28.3743,-110.287,inconclusive agonist,61.1306,46.2907,active antagonist,37.1186,-102.783,inactive,,0,TCI
10119,144213672,33286,C[N+](C)(CC=C)CC=C.[Cl-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10120,144213673,20352,CCCCOC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10121,144213674,6928,CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O,Active,70,,,active antagonist,active antagonist,1.21972,-110.829,inconclusive agonist,61.1306,74.7006,active antagonist,1.42208,-106.633,inactive,,0,TCI
10122,144213675,62306,CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl,Inconclusive,5,,,inconclusive,active antagonist,52.3781,-36.059,active agonist,29.4544,26.9083,inactive,,0,inactive,,0,Crescent
10123,144213676,171144,CCCCCCCCCCCCC1=CC=CC=C1O,Active,61,,,active antagonist,active antagonist,3.43762,-103.354,inconclusive agonist,21.6899,60.195,active antagonist,4.00798,-99.6379,inactive,,0,LightBiologicals
10124,144213677,15133,C1=CC(=CC(=C1)CN)CN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10125,144213678,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Active,68,,,active antagonist,active antagonist,1.16291,-102.478,inconclusive agonist,15.5076,61.2089,active antagonist,1.2084,-101.832,inactive,,0,SIGMA
10126,144213679,7979,CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10127,144213680,62277,C(NC(=O)N(CO)C1C(=O)N(C(=O)N1CO)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10128,144213681,61040,CC(=CCCC(C)(C=C)OC=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10129,144213682,8469,CCOC(=O)C1C(O1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10130,144213683,5358159,CCCCCCCC/C=C\CCCCCCCC1=NCCN1CCO,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.4827,-87.0227,active antagonist,24.3365,-34.0057,active antagonist,48.5577,-104.959,active antagonist,57.711,-88.9433,ChemService
10131,144213684,17816,CC(C)CC(=O)OCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10132,144213685,11074431,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10133,144213686,87984,CCN(CCN)C1=CC=CC(=C1)C,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,35.2933,inactive,,0,inconclusive agonist,,36.9604,inactive,,0,Enamine
10134,144213687,7948,CC1=CC(=CC(=C1)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10135,144213688,70837,C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.5577,-112.961,inactive,,0,inconclusive antagonist,43.2771,-117.908,inactive,,0,SIGMA
10136,144213689,9850056,CC1=CC2=C(C=C1)OC(=C2C3=CC=C(C=C3)Cl)CN(CC4=CC=CC=C4)C(=O)NC5=C(C=C(C=C5F)F)F,Active,45,,,active antagonist,active antagonist,21.0107,-59.3596,active agonist,41.9219,21.8489,inconclusive antagonist,18.7258,-80.5145,inactive,,0,Astellas Pharma
10137,144213690,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Active,59,,,active antagonist,active antagonist,1.29199,-72.3214,active agonist,40.8562,95.9518,active antagonist,1.21972,-62.2969,inactive,,0,LightBiologicals
10138,144213691,60196348,CCN(CC)C(=O)C1=CC(=C(C=C1N(CC)CCN(C)C)N2CCC(CC2)C3=CC=CC=C3)S(=O)(=O)CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive,,,inconclusive antagonist,24.0538,-45.1354,NCGCChem
10139,144213692,8559,CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10140,144213693,22697,CCC(=O)C1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
